Age,Income,Tier,Review,Product Name,Theme 1,Theme 2,Theme 3
48,54366,3,"The first time I got 50 coins for a ₹5000 transfer, but later I received only 2 coins even for a ₹10,000 transfer.",UPI App,Rewards & Cashback,,
25,58928,3,"The loan app is user-friendly, offering a seamless and intuitive interface that makes it easy to use","Loan, UPI App",Quick Approval & Disbursal,User Interface,
60,58273,0,"the loan disbursement process is very simple and quick, this financial service helped me out in my hard time to cope up with suddenly experiences.",Loan,Quick Approval & Disbursal,User Interface,Overall Satisfaction & Utility
34,54139,2,The minimal documentation required by app made the application process smooth.,Loan,User Interface,Application & Onboarding Process,
32,39442,1,the payment happens effectively and effortlessly...and the best part is the coins.. atleast we middle Class people can use the coins .. and the rewards are worth it rather than other upi app rewards.. that doesn't make any sense for us. thank you xyz upi app‚ù§Ô∏è‚ù§Ô∏è,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
29,86441,1,The process I smooth and I faced no challenges good work nice service,Generic,,,
40,88277,0,The rewards are easily redeemed in terms of cash which makes it perform better than usual upi apps and not provide us coupons that are unusable for us. But this app takes more time in processing the payment.,UPI App,Rewards & Cashback,App Performance,
32,91952,1,"The seamless experience enhances efficiency, making financial management easier for a new user as well.",Generic,Quick Approval & Disbursal,App Reliability,
33,73455,0,"The transparency of app's loan terms,including principal amounts,tenure,and interest rates,allows users to make informed decisions about their borrowing needs.This level of transparency is essential for building trust and fostering long term relationships with customers",Loan,User Interface,Loan Terms & Features,
54,117493,0,The ui is excellent....but I believe a lot of improvements still required... anyway it's still growing company...and vouch for app. Please do consider it.,Generic,User Interface,App Performance,
41,22051,2,The UI on the app is great and it is easy to borrow cash and make repayments from the app.,Loan,User Interface,App Performance,
46,91533,1,"The user interface is intuitive, making it easy to navigate and manage my loan. Customer service is top-notch. I highly recommend this app!",Loan,User Interface,Overall Satisfaction & Utility,
44,17681,0,the user interface of this app is quite user freindly a good recommendation for taking loans,Loan,User Interface,Overall Satisfaction & Utility,
49,100811,1,"The very best! Other than less tenure, no issues at all. If you are having bad track please try it. .",Loan,,,
60,39292,2,this aap is help us to saves the hidden charges from other apps charges the hidden fees for any moblie recharge or others it is really very satisfying app...,UPI App,,,
52,36075,0,this aap very fast and useful application because everytime when I go to store scan and pay get some reward and than I used to my mobile recharge cost instantly costing down thank you for getting reward please xyz add some of more features like bus ticket booking train book and more.. application is very good,UPI App,App Performance,Overall Satisfaction & Utility,
29,56655,2,This app can be ranked among the top 10 best loan apps in the country as it is so smooth to use and also very easy to get loans,Loan,Quick Approval & Disbursal,Market Position & Comparison,
45,70421,1,this app can beat all other upi apps within years due to its better features,UPI App,User Interface,Market Position & Comparison,
31,37587,3,"This app does not give anything every time in scratch card, I have done transaction more than 20 times my powerplay 10 player card i archived then xyz app show i am winner of powerplay and never give any rupees please solve my problem of powerplay",UPI App,Rewards & Cashback,,
41,93354,0,This app easy to use and smooth experience also it has a user friendly interface must try once if you need loan,Loan,User Interface,,
33,104558,0,This app giving a wonderful prizes for every each payement ‚ù§,UPI App,Rewards & Cashback,App Performance,
34,76010,0,"This app has proved to be very useful for me because when I transfer money through it, I get coins which I use to convert rupees can do it",UPI App,Rewards & Cashback,,
36,89816,2,This app instant loans is very easy to use and quick approval for loan and easily transfer money,"Loan, UPI App",Quick Approval & Disbursal,User Interface,
53,85682,0,"This app invaluable for monthly EMI expenses; quick approval, reasonable terms!",Loan,Quick Approval & Disbursal,User Interface,
47,96256,1,This app is a blessing for salaried people like me. It understands our needs and provides quick solutions.,Generic,User Interface,Overall Satisfaction & Utility,
49,20236,2,"This app is a game-changer—quick access to your earned money when you need it most. No stress, just smart finance!""",Generic,User Interface,Overall Satisfaction & Utility,
50,103405,1,this app is a great payment app with zero platform fee...and unlike gpay there's an actual cashback (coins that can be converted into real cash 10coins=1rs) in every payment,UPI App,Rewards & Cashback,App Performance,
43,70270,2,This app is a very good app which gives huge cashback on every transaction which no other platform gives.,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
54,99666,2,this app is awesome for payment and earn money but some case this app is not work on high amount payment üòî,UPI App,App Performance,Overall Satisfaction & Utility,
30,44547,1,"this app is easy to use wether you need fund for a sudden expense or any other , this app help you .",Generic,User Interface,,
46,48262,3,"This app is excellent, If you are a genuine person, this platform will give you loan actually in minutes.",Loan,Quick Approval & Disbursal,User Interface,Rewards & Cashback
23,25480,3,this app is good and it's benifit giving cash back in coins,UPI App,Rewards & Cashback,,
55,71116,0,This App Is Much Better Than Phonepe or payment I Never Got Any Cashback From Them But When I Start Using xyz I Got cashback This Is the Best Payment App üëç,UPI App,Rewards & Cashback,App Performance,Market Position & Comparison
35,33435,2,this app is really softly and time management payments from upi also thier awesome coins convert into cash whenever you can get cash by coins,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
30,53851,3,this app is safe as well as if coins on every payment,UPI App,Rewards & Cashback,App Performance,
28,67617,3,this app is so credible and I am use this Aap just 21 days and my income is 250rs more,Generic,App Reliability,,
34,63444,3,"This app is superb.... the process of coins converted into cash is also very useful. This app is easy to use and 100 % trusted app. Download this and make your all payments using the xyz UPI and collect coins... after the process, convert your coins into real cash. its interesting.... superb... i appreciate this one...",UPI App,User Interface,Rewards & Cashback,App Reliability
21,102481,0,this app is the best app according to me and when we do payment it's gives us a coin and we can convert that coin into money wonderful app üôÇ,UPI App,Rewards & Cashback,App Performance,
41,59153,1,this app is very easily sustainable and non educated person easy oprates so I liked this payment app and system,UPI App,App Performance,,
42,81207,0,THIS APP IS VERY GOOD 💯😊 THIS IS VERY FRIENDLY I ADVICE ALL TO DOWNLOAD THIS APP ❣️❤️🤗🙏,Generic,Overall Satisfaction & Utility,,
35,18076,0,This app is very good and it gives rewards too‚ú®,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
46,77467,1,This app is very good as compared to other payment apps and it is very good for businessmen and I am businessman,UPI App,App Performance,Overall Satisfaction & Utility,
44,24910,2,this app is very nice I am taking so many reward thank you,UPI App,Overall Satisfaction & Utility,,
52,84617,2,This app is very secure I have good experience of payment this application is very good,UPI App,App Performance,Overall Satisfaction & Utility,
55,113243,2,"This app is very simple and secure and fast service, Excellent performance 👍👏 Fast cash circulation, Intrest rate as per normal person, I like this application. 👍👍👍👍",Generic,App Performance,,
51,107471,2,This app is very simple prosses to complete loan This app very helpful please install everybody 🙏 thank you app,Loan,Overall Satisfaction & Utility,,
28,11276,1,"this app is very trusted and proper documented, its help me at very need full time... thanks",Loan,App Reliability,,
44,58905,3,this app per transaction give some coins and coins canvert in money,UPI App,Rewards & Cashback,,
60,103933,2,this app really good üòä I use it so long time this gives mi cashback also thanks üëç for this pricious ‚ù§Ô∏è application,UPI App,Rewards & Cashback,,
26,51336,2,this app using 1 manth i earn money ü§ëüí∞ 300+ rupees,Generic,Rewards & Cashback,,
53,28875,1,this app verry good to emmidetaly approval and distribution verry good app thank you so much to app Quick,Loan,User Interface,Overall Satisfaction & Utility,
34,33170,3,this app zero percent of commission and best upi app on other apps,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
59,47617,0,this application helped me a lot when i was in a critical financial situation. thank you so much😍,Generic,Overall Satisfaction & Utility,,
37,40556,2,this application is good and pement process is best and you won many rewards,UPI App,Rewards & Cashback,,
22,41434,0,"This application is very good, we have benefited a lot from using it. And the coin is good.",UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
31,47391,3,This application is very useful and we can get loan instantly and money transfer in account within a minute.,"Loan, UPI App",Quick Approval & Disbursal,,
40,50711,1,this bank is good cash back reward üôÇüòÅ,UPI App,Rewards & Cashback,,
23,108116,1,This have been my Saviour always in my Tough Time. Swift Easy Helpful,Generic,Overall Satisfaction & Utility,,
38,41166,1,This is a good app earning to money for easy üî• me earn to 100 hundred rupees Trust me app is the best üíØ,Generic,Rewards & Cashback,,
36,85203,0,This is a good app you can get loan instantly for your personal usage..,Loan,Quick Approval & Disbursal,,
31,91436,0,This is a great experience using the app app as I got the instant PL just in 10 minutes only. Serioysly this is very fast and easy servise provider application. Appreciate to the team.,Generic,Quick Approval & Disbursal,App Performance,
48,70382,1,this is a real aap if you need emergency fund try this aap im happy,Loan,,,
34,15303,3,"this is a really good application to take any instant loan, and we can force close it anytime.",Loan,Quick Approval & Disbursal,,
54,102802,0,"this is a very active app, if anyone needs money in 2 minutes then there is no need to ask anyone, you can get it from here without any document, I also tried it",Loan,Quick Approval & Disbursal,,
42,10933,2,"This is a very good app and the best thing is that it is a zero fee platform and you also get cashback, very nice",UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
47,83972,1,This is a very good app to send money to friends or merchent and other thank to xyz give this opportunity to use customer I am so happy,UPI App,App Performance,Overall Satisfaction & Utility,
29,20920,2,"This is a very good app, I used it, I get rewarded on paying any money, it is very good, you should also download and use it",UPI App,App Performance,Overall Satisfaction & Utility,
35,57750,3,This is a very good app. Keep your credit score good and you will get the right loan here.,Loan,App Performance,Overall Satisfaction & Utility,
23,25153,2,this is a very good platform for online transactions and users. I really like that and give 5 Star ‚≠ê ‚≠ê‚≠ê‚≠ê ‚≠ê,UPI App,Overall Satisfaction & Utility,,
53,38604,3,this is amazing.faithfull app zarurat ke time par apke sath he app loan,Loan,Overall Satisfaction & Utility,,
56,34509,2,"This is an app that is amazing whenever you can use the app it is easy to get rewards, then you convert the coin esly",UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
30,21490,0,This is best app but I request to xyz app developers add the recharge system for bsnl SIM please I personally request to you üôèüôèüôèüôèüôèüôè,UPI App,Quick Approval & Disbursal,,
57,63281,0,this is excellent app where is Muth payment,UPI App,App Performance,,
33,69238,3,"This is genuinely one of the best money lending apps I've encountered. Its user-friendly interface, straightforward verification, and instant fund transfers are highly commendable, and they consistently deliver on their promise to disburse funds swiftly. It's especially beneficial for those facing urgent cash needs or who are new to borrowing. My only minor feedback is the need for repeated follow-ups regarding document signing.","Loan, UPI App",Quick Approval & Disbursal,User Interface,Application & Onboarding Process
25,48223,0,This is good but we should keep getting such gifts in future as well,Generic,,,
27,54180,0,this is my favorite application so smooth transition and cash back intant withdraw amazing ü•∞üòç,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
46,83087,0,"This is my second time using app, and they never disappoint. Consistent service and no hidden charges.",Generic,Loan Terms & Features,Security & Privacy,
34,17158,1,This is Number One UPI App in india..Excellent App..Best UPI app. Advanced digital very fast successful UPI App..All in One App.. Highest cash back rewards...,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
39,71903,1,This is one of the most friendly and easy to use app I have used in very long time. Overall the entire process was superfast and effortless.,Generic,User Interface,App Performance,
43,108722,1,This is the best app very good and helpful this app is nice work and useful,Generic,Overall Satisfaction & Utility,,
28,96588,1,"This is the best payment app till date, you get cashback on every payment guaranteed, download it and use it‚ò∫Ô∏è‚ò∫Ô∏è",UPI App,Rewards & Cashback,App Performance,
59,112955,1,this is the best platform for the payments,Generic,App Performance,,
45,16445,2,"This is the best reward receiving, xyz coins conversion and extra discount on use of coins on bill payment for xyz UPI payment app. Thanks xyz",UPI App,Rewards & Cashback,App Performance,
22,12311,1,this is the my first xyz upi payment it's amazing üòç,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
44,109253,0,this is very amazing app daily transaction every day cashback,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
49,102159,2,this is very best app for all bill and payment are very smouth maine to ishe 40 people ko refer bhi kiya and hazaro mein reward earn kiya thanku xyz upi app ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è,UPI App,App Performance,,
25,71832,3,this is very good aap for compare to other payment apps,UPI App,App Performance,Overall Satisfaction & Utility,
26,85598,3,This is very good app for urgent money without any delay. Thank you app,Generic,App Performance,Overall Satisfaction & Utility,
28,56380,0,this is very good payment app and it is easy to use easy interface and we can also get instent cashback rewards and more,UPI App,User Interface,Rewards & Cashback,App Performance
29,55370,0,This is very inam extremely satisfied with the experience of using app loan app. The process was incredibley fast. I received loan instantly.Thank you for providing such a convinent & effenciat service. High recommended.,Loan,App Reliability,App Performance,Overall Satisfaction & Utility
24,80828,3,This is wonderful application.it helps us timely.. here after we won't try any loan in Banks.. this kind of apps are helping a loan easy... Special thanks to Anita from app.,Loan,Overall Satisfaction & Utility,,
40,74458,1,This loan app is very good and simple fast...process I am from up... bhaiyo m app sabhi logo ko yeh app recommend karunga.,Loan,App Performance,Overall Satisfaction & Utility,
47,111238,3,this soo amazing and very good payment app for all the apps can failed for this apps,UPI App,App Performance,Overall Satisfaction & Utility,
38,99142,1,this upi payment app is awesome. this app can be used bt everyone whether he or she is below 18 or above by just linking their account. I found it helpful coz before I had no online payment method bur knowing this app I can.,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
42,118072,1,this was fantastic app I love this app this gives amaging cash backs and reward .. thank a lot for this beautiful application,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
46,80075,1,this xyz app is real Genuine and Trusted and get cashback Hundred percent Safe app and fast payments use xyz app guys üòä,UPI App,Quick Approval & Disbursal,User Interface,Rewards & Cashback
23,24917,1,This xyz UPI payment is also fast and you get rewards as well. üññüèª,UPI App,Rewards & Cashback,App Performance,
45,30230,1,To be very honest it is the the most smoothest procedure to procure loan instantly. They helped me during my tough times . Thank you,Loan,Overall Satisfaction & Utility,,
51,114843,2,"today 's world faster payment app and use truly real app. i like this app ,smooth running totaly also goood . save pay.xyzüòçüíó‚ù§",UPI App,User Interface,App Performance,
48,52156,3,too good i have earned 1400/- in last year,Generic,,,
58,11913,1,transfer the money in like the xyz UPI app very nice and good,UPI App,,,
23,34182,3,Trusted app to get all your loans instantly with very minimal documents required. You can also use this app to pay through UPI valid on all platforms,"Loan, UPI App",User Interface,App Reliability,App Performance
21,33211,1,trusted apps ever and top payment apps platform in India,UPI App,App Reliability,App Performance,
27,58630,3,trying to apply LAMF loan but every time it's showing Service currently not available please try later please help on this,Loan,Customer Support,,
53,55058,0,"Uh, I ain't gon say alot...but This new payment method app is literally good...I gave u 5 star Rating coz the cashbacks are nice üëç..Not like other apps..",UPI App,Rewards & Cashback,App Performance,
39,47682,3,unable to take loan since 1 year though I meet the eligibility criteria,Loan,Criticisms & Issues,,
30,76983,0,"unbelievable reward for other upi apps. very easy process use and elec. bill, mobile recharge no extra charges debit I think üáÆüá≥india best upi app xyz upi app.",UPI App,Application & Onboarding Process,Overall Satisfaction & Utility,Criticisms & Issues
34,94026,3,upi very god tranjection this is very nice app,UPI App,,,
39,57837,0,useful app hai and cashback bhi milta hai,UPI App,Rewards & Cashback,,
36,115242,1,usefull and good App for money transfer and Recharge..When ever you transfer or recharge u will get Coins,UPI App,Rewards & Cashback,,
40,66625,1,User friendly app and hassle free application process. Got the amount credited in bank account in an hour after approval,Loan,User Interface,Application & Onboarding Process,
43,92645,1,User-friendly interface. Cash back to much by xyz.,UPI App,User Interface,Rewards & Cashback,
44,88472,0,"using this app over 2yrs, user friendly and got distribution within 5min instantly. Trusted 💯.",Generic,User Interface,App Reliability,
21,102238,0,using this app since October already saved 500 rs from this what a brilliant app and what a good interface easy and smooth to use impressed by this app very much üëåüëå,Generic,Overall Satisfaction & Utility,,
37,14545,3,Using xyz app for an year ..till now I haven't faced any problems ..it's super fast in UPI transaction and other services .. the only problem is that it always asks the location to be turned on ..which is quite annoying ..kindly fix this ...,UPI App,User Interface,Rewards & Cashback,Loan Terms & Features
53,69566,2,using xyz since 1 month my experience was so good there ui is very smooth as well as loved their cashback scheme.,UPI App,User Interface,Rewards & Cashback,
59,46482,2,verry nice but per transection 2 point ya 4point hi dete ho,Generic,,,
46,91413,1,Very bad exp after paying on time and foreclosing they still make ur account inactive,Generic,App Performance,,
32,28046,1,very bad survise. very bad network. my amount 45.00 debited this app but not refund still now. please flow this problem.,Generic,Criticisms & Issues,,
47,54785,2,"very best application, instant disbursal, no paperwork. thank you app you saved my life.",Generic,Application & Onboarding Process,Overall Satisfaction & Utility,
26,105273,1,very convenient to use and get a loan. The process is much more transparent,Loan,Application & Onboarding Process,,
60,10886,2,very easy and loan money received my account only 15 min thanks 🙏 app team,Loan,Quick Approval & Disbursal,,
60,16882,1,very easy and secure upi app with cashback üí∏,UPI App,Rewards & Cashback,,
34,22196,3,Very easy and smooth process.. I will update my complter review once the closure is also done in a few months..,Generic,Application & Onboarding Process,,
47,45654,3,Very Easy Method To Get Cashback. Points Can Reedemed As A Cashback To Bank Account.,UPI App,Rewards & Cashback,,
27,11249,0,"Very easy process. Had money credited in my account within 2 minutes, as I needed it urgently thank you so much on time help",Generic,Quick Approval & Disbursal,Application & Onboarding Process,Overall Satisfaction & Utility
25,55326,2,Very easy to use and pretty solid what make this app stand out. highly satisfied,Generic,User Interface,Overall Satisfaction & Utility,
21,36238,3,Very easy to use quick process minimum documents quickly transfer amount in my account user friendly app strong customer support. Thanks app team for your great work.,"Loan, UPI App",User Interface,Customer Support,
39,25098,0,very excellent app got money in time which is very helpful and also intrest rate is low thank you app,Generic,App Performance,Overall Satisfaction & Utility,
23,109532,1,very fantastic apps ü§© bhaut acha cash back milta hai ab tak 600 ki earning kar chuka hu mobile recharge per extra fees bhi nhi pay karna padta hai bhaut acha hai xyz matlab kabhi bhi payment processing mein nhi ruk tha with in 0.1 sec mein payment successfully ho jata hai,UPI App,Rewards & Cashback,App Performance,
32,72925,0,Very fast disbursal easy process very effective thank you so much for the fast deposit.,Generic,Application & Onboarding Process,App Performance,Overall Satisfaction & Utility
36,91095,0,Very fast process and loan disturbed shortly I satisfied with app services.,Loan,Loan Terms & Features,App Performance,Overall Satisfaction & Utility
30,68870,0,very faster payment application.. like recharge Bill payment etc.,UPI App,App Performance,,
58,85597,0,very first fast transction and good app I like,Generic,App Performance,,
24,108819,2,very good aaj tk mujhe googal or phone pay pr ek rupya nhi mila hai po,UPI App,App Performance,Overall Satisfaction & Utility,
52,104685,1,very good aap All transaction phone number and QR code through,UPI App,Overall Satisfaction & Utility,,
48,10364,1,very good aap and fast tranjection money and rewards,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
40,84532,1,very good and best platform for cashback and upi,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
59,99091,3,very good and instant provide loan application I like this application,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
46,33128,1,very good and payment app is very beautiful app I am very happy and interesting app thankyou for xyz ‚ù§Ô∏è‚ù§Ô∏è,UPI App,App Performance,Overall Satisfaction & Utility,
52,53506,3,very good and time to time limit available. Pey timely EMI automatic. Limit up,Loan,Loan Terms & Features,Overall Satisfaction & Utility,
53,112901,3,very good app .... low quality internet par bhi gjjb chalta hai ü•∞ + every transaction pe coin earning üòÅ,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
55,38448,2,very good app becouse it have many features and I am enjoying this app very long time,Generic,App Performance,Overall Satisfaction & Utility,
35,20455,3,very good app fast payments and no disruption,Generic,Quick Approval & Disbursal,App Performance,Overall Satisfaction & Utility
28,68858,3,very good app real cash back üòÅüòÅüòÅ,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
22,56762,0,very good app this is mind-blowing payement app,Generic,App Performance,Overall Satisfaction & Utility,
32,63438,0,very good app ü•≥ü•≥ü•≥ü•≥with unlimited reward,"Loan, UPI App",App Performance,Overall Satisfaction & Utility,
56,37695,3,"very good app, it's very helpful for me in critical condition thanks to app",Generic,App Performance,Overall Satisfaction & Utility,
48,82447,0,Very good app. with real cashback I am honestly impressed üòÇüòôüòÇüòô,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
40,98167,0,very good app.super working receiving coins,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
35,90796,0,very good appüëçi got cash back by paying bills..,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
33,79415,2,very good company and fabulous system of loans and very good support,Loan,Customer Support,Overall Satisfaction & Utility,
38,71650,3,Very good Finance always Helps whenever we need money for our needs in Emergency or any other pending purchase,Loan,Overall Satisfaction & Utility,,
55,31307,3,very good I like this app so much I doy all transaction from this app,UPI App,Overall Satisfaction & Utility,,
45,100832,2,very good interface apps. I did pay credit card bills every time give me one percent reward in cash. thanks üåπ,UPI App,App Performance,Overall Satisfaction & Utility,
48,41003,3,Very good loan application... I need money suddenly approved app loan.,Loan,Quick Approval & Disbursal,Overall Satisfaction & Utility,
49,25493,3,Very good nd fast process I like it this app nd fast disbursal I got,Generic,App Performance,Overall Satisfaction & Utility,
58,19965,1,Very good personal app is best and easy to use this app is very best work for all people,Generic,User Interface,Overall Satisfaction & Utility,
23,59356,0,very good platform for UPI ke liye üëåüëå,UPI App,Overall Satisfaction & Utility,,
36,65993,2,very good UPI app. I got cash back from every transaction. thank you xyz,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
58,68634,3,Very good very nice aap I impressed this app very very good very nice app,Generic,Overall Satisfaction & Utility,,
30,87524,1,very good xyz UPI ‡§¨‡§π‡•Å‡§§ ‡§Ö‡§ö‡•ç‡§õ‡§æ ‡§π‡•à,UPI App,Overall Satisfaction & Utility,,
40,49313,2,very good üëç you have to more coins give me,UPI App,Rewards & Cashback,Overall Satisfaction & Utility,
47,103441,0,Very Good üëçüòäüëç Service And Received All Transfer Payment Cash Back Thanks üëç So Much Dear xyz Team I Love üíïüòòüíï This Application,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
34,81930,0,"very good, most user friendly loan app i have ever seen. We can close the loan any time with zero % closing charges. and you can pay more than the loan amount. it will deduct from principal amount automatically. happy","Loan, UPI App",User Interface,App Performance,Overall Satisfaction & Utility
40,84296,0,"Very good,fast and secure app.it gives everytime cashback on payment. please enable security lock on the app for protection","Loan, UPI App",Rewards & Cashback,App Performance,Overall Satisfaction & Utility
41,36424,2,very happy to have this app for getting money and emergency situation. thanks to app.,Loan,Quick Approval & Disbursal,,
46,51939,3,very helpful for my wife medical expensive for low interst thank you app🙏,Generic,Overall Satisfaction & Utility,,
52,19080,2,very helpful for upi users l love this app very much more download more people will earn money easily thangs for read this passage,UPI App,Overall Satisfaction & Utility,,
50,113295,1,Very Helpfull app & Get money on send anyone Rupees.,Generic,Overall Satisfaction & Utility,,
51,28752,0,very nice and very faster payment application,UPI App,App Performance,,
37,37158,0,Very nice app ! This app gives me cashback .,UPI App,Rewards & Cashback,,
28,112399,0,very nice app coustomer care sporting very usefull awesome coustomer care services,Generic,Loan Terms & Features,Overall Satisfaction & Utility,
59,46436,2,Very Nice app I need sum amount esy to gate money through this app...thanks to app...,Generic,Quick Approval & Disbursal,,
23,35094,2,"very nice app I'm very happy for use this app it's so easy steps for loan, low fee and low interest rates Thankyou app.....",Loan,Loan Terms & Features,,
33,29637,3,"very nice app it's helpful It has many beneficial plans of life, which gives you benefits in your life.",Generic,Rewards & Cashback,Loan Terms & Features,
60,81204,0,"Very nice application for both transactions and credit . the pay latter option is very useful to people , who are in need , and all the features of app app made it unique and great among other similar app",UPI App,App Performance,Overall Satisfaction & Utility,
29,118285,3,"very nice loan application, from customer service team to collection team all very polite and good response by them, no harrasment call no rude words by them, so much better than other companies, like (MONEYTAP AND PREFER) don't take loan from that two companies. but app company very good you can easily take loan,",Loan,Customer Support,App Performance,Overall Satisfaction & Utility
32,62137,3,"very nice payment mode and this reward popul is my earning 1000 rupees this share partner rs,150",UPI App,App Performance,,
33,72779,3,very nice reward points to cash convert the successful aap the best best app Thankyou so that powerful aap....,UPI App,Overall Satisfaction & Utility,,
38,56954,3,very nice service but while disburse amount in my account taking too much time,Loan,Criticisms & Issues,,
26,116973,2,VERY NICE UPI ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è EASY TO USE & VERY FAST SERVICE UPI THANK YOU SO MUCH üôè xyz TEAM üôè,UPI App,User Interface,App Performance,Overall Satisfaction & Utility
42,39689,0,very nice very good and fast mani tarancfar sarves good nevi,Generic,App Performance,Overall Satisfaction & Utility,
53,16644,0,very nice work for rewords this is amazing ü§©,Generic,Rewards & Cashback,Overall Satisfaction & Utility,
29,75681,1,Very Nice xyz Payment Application and I'm Very Happy with the Using. Thanks a lot for the nice service. üòäüëåüëç,UPI App,App Performance,,
60,92723,0,very nice üëç me know when you get free coins,UPI App,Rewards & Cashback,,
36,24277,1,"VERY NICE, SO EASY INTERFACE. I USED THIS APP FROM 2 YEARS BEFORE. UPI PAYMENT SYSTEM IS ALSO VERY FAST. I PREFER THIS APP, TO DOWNLOAD AND USE THIS. DEAR xyz TEAM, KINDLY REQUEST YOU THAT, PLEASE ADD REFER LINK OPTION IN THIS APP... THANKS & REGARD üôè",UPI App,Rewards & Cashback,App Performance,
55,71449,2,Very quick and easy process and very faster....I m impressed and so happy... thanks for give me my required amount disbursed instantly ..and also very nominal interest rates,Loan,Quick Approval & Disbursal,User Interface,Application & Onboarding Process
54,117401,0,Very reliable and hassle-free to get the required loan amount within half n hour.,Loan,User Interface,Application & Onboarding Process,App Reliability
53,10080,3,Very smooth and quick process. It took 15 min to apply and get the amount in my bank. Must recommend.,Generic,Quick Approval & Disbursal,User Interface,Overall Satisfaction & Utility
21,88020,1,Very Smooth payment Fast Navy UPI App ü•∞,UPI App,App Performance,,
28,103319,1,"Very Smooth Process, Fast Document Verifications and KYC things and Amount was Diversed in Account just in a minutes..",Loan,Quick Approval & Disbursal,Application & Onboarding Process,App Performance
48,83650,1,very super this app her trenjectin for a get coin ü™ô 10=1$,UPI App,Rewards & Cashback,,
35,98136,0,very useful app . these app is better than G pay,UPI App,App Performance,,
41,109270,2,very useless app for influencer because your application gives 1000 coins (100rs) for 5 refer . while the rest of the UPI interface gives 100-200 per refer. You should change your refer policy so that we influencers can promote your best app.,UPI App,Rewards & Cashback,,
60,80871,3,"very very bad app bill not pay show success but money not received, plz didn't download it. thanks",UPI App,App Performance,,
49,57787,1,very very best app for online transaction,UPI App,Overall Satisfaction & Utility,,
48,116863,2,very very good app I got cash back from every payment .,UPI App,Rewards & Cashback,App Performance,Overall Satisfaction & Utility
57,23944,2,Very. Good experience with. This aap this aap service is very fastest and hustle free process for loan.,Loan,App Performance,Overall Satisfaction & Utility,
51,16534,1,"well i really have to say this is the best and quick app to get the loan for your personal needs....the process in the APP is very easy and friendly ,i will definately recommed this to my friends and family....truly deserving 5 star ⭐⭐⭐⭐⭐",Loan,User Interface,,
30,31330,3,whatever payment we will do we are getting cash,UPI App,App Performance,,
51,58672,0,Winning Cash 5 Rs With xyz Online Payment App,UPI App,App Performance,,
28,51302,2,Within few minutes I got the amount in my bank account. Based on your credit report limit will be assigned and all the documents verification is instant. I downloaded the app within 5 minutes all the digital verification was completed and I had the amount. You can trust this app and opt for loan. There are many apps in playstore but This one is the best.,Loan,Quick Approval & Disbursal,,
58,68344,3,Wonderful and fast platform for instant personal loan. Anyone who required urgent loan. I recommend you to choose this platform with very low interest and higher days to repay the loan.,Loan,Quick Approval & Disbursal,User Interface,Loan Terms & Features
24,32156,2,"Wonderful App...‚ù§Ô∏è Easy To Pay Bills, Every Thing Is Simple And Easy, Like User-friendly And The 100% Guaranteed Rewards (Cashback)...‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è",UPI App,User Interface,Rewards & Cashback,App Performance
40,61452,1,woo this payment aap is very easy end second thanks to xyz upi,UPI App,App Performance,,
